fromNode	toNode	weight
A1CF	AOX3P	0.596527419204989
A1CF	ASCL4	0.596527419204989
A1CF	ATP5PDP3	0.596527419204989
A1CF	BRD7P1	0.596527419204989
A1CF	BRI3P3	0.596527419204989
A1CF	C6orf118	0.596527419204989
A1CF	CA10	0.596527419204989
A1CF	CD5L	0.596527419204989
A1CF	CLUHP10	0.596527419204989
A1CF	CSRP2P2	0.596527419204989
A1CF	DAPL1	0.596527419204989
A1CF	DPPA4P3	0.596527419204989
A1CF	ENSG00000202343	0.596527419204989
A1CF	ENSG00000230987	0.218264278435209
A1CF	ENSG00000234259	0.596527419204989
A1CF	ENSG00000234586	0.596527419204989
A1CF	ENSG00000235196	0.596527419204989
A1CF	ENSG00000236710	0.596527419204989
A1CF	ENSG00000236712	0.596527419204989
A1CF	ENSG00000238215	0.596527419204989
A1CF	ENSG00000269711	0.596527419204989
A1CF	ENSG00000274019	0.596527419204989
A1CF	ENSG00000274977	0.596527419204989
A1CF	ENSG00000276019	0.596527419204989
A1CF	ENSG00000278892	0.596527419204989
A1CF	ENSG00000285708	0.320889887563788
A1CF	ENSG00000285818	0.596527419204989
A1CF	ENSG00000288643	0.596527419204989
A1CF	ENSG00000288694	0.596527419204989
A1CF	ENSG00000290391	0.596527419204989
A1CF	ERICH4	0.596527419204989
A1CF	FUT5	0.440362010811805
A1CF	FZD10	0.352059748036009
A1CF	GABRA1	0.596527419204989
A1CF	GCSHP1	0.596527419204989
A1CF	GM2AP2	0.596527419204989
A1CF	GRM7	0.596527419204989
A1CF	H2BW2	0.596527419204989
A1CF	LCE1F	0.596527419204989
A1CF	LGALS7B	0.596527419204989
A1CF	LIPC	0.596527419204989
A1CF	LIPK	0.596527419204989
A1CF	LMOD2	0.596527419204989
A1CF	MRPL51P2	0.596527419204989
A1CF	MSTN	0.596527419204989
A1CF	MT-TY	0.330039849045287
A1CF	MTCO3P42	0.596527419204989
A1CF	MTND1P3	0.596527419204989
A1CF	MTND3P6	0.596527419204989
A1CF	MTND6P5	0.596527419204989
A1CF	NDUFAF4P4	0.596527419204989
A1CF	NDUFB4P11	0.596527419204989
A1CF	OLIG1	0.596527419204989
A1CF	OR10AC1	0.596527419204989
A1CF	OR10S1	0.596527419204989
A1CF	RBPJP6	0.596527419204989
A1CF	RN7SKP219	0.596527419204989
A1CF	RN7SL724P	0.596527419204989
A1CF	RPL17P15	0.596527419204989
A1CF	RPL6P22	0.596527419204989
A1CF	SH2D1A	0.596527419204989
A1CF	SLC22A7	0.596527419204989
A1CF	SLC4A1	0.596527419204989
A1CF	SNRPGP5	0.596527419204989
A1CF	TAAR6	0.596527419204989
A1CF	TBX5	0.596527419204989
A1CF	TYROBP	0.596527419204989
A1CF	UGT1A4	0.596527419204989
A1CF	UNC93B4	0.596527419204989
A1CF	USH1C	0.596527419204989
A1CF	VENTXP6	0.596527419204989
A1CF	XCR1	0.596527419204989
ACTG1P16	ENSG00000259648	0.220506647466624
ACTG1P16	GRM3	0.271030768315228
ACTG1P16	H1-6	0.271030768315228
ACTG1P16	ITLN1	0.271030768315228
ACTG1P16	MAP1LC3P	0.220506647466624
ACTG1P16	RHOT1P1	0.271030768315228
ACTG1P16	TRHDE	0.271030768315228
ACTR3C	AOX3P	0.782826523248954
ACTR3C	ASCL4	0.782826523248954
ACTR3C	ATP5PDP3	0.782826523248954
ACTR3C	BRD7P1	0.782826523248954
ACTR3C	BRI3P3	0.782826523248954
ACTR3C	C6orf118	0.782826523248954
ACTR3C	CA10	0.782826523248954
ACTR3C	CD5L	0.782826523248954
ACTR3C	CLUHP10	0.782826523248954
ACTR3C	CSRP2P2	0.782826523248954
ACTR3C	DAPL1	0.782826523248954
ACTR3C	DPPA4P3	0.782826523248954
ACTR3C	ENSG00000202343	0.782826523248954
ACTR3C	ENSG00000230987	0.248608313203417
ACTR3C	ENSG00000234259	0.782826523248954
ACTR3C	ENSG00000234586	0.782826523248954
ACTR3C	ENSG00000235196	0.782826523248954
ACTR3C	ENSG00000236710	0.782826523248954
ACTR3C	ENSG00000236712	0.782826523248954
ACTR3C	ENSG00000238215	0.782826523248954
ACTR3C	ENSG00000259648	0.250641571863908
ACTR3C	ENSG00000269711	0.782826523248954
ACTR3C	ENSG00000274019	0.782826523248954
ACTR3C	ENSG00000274977	0.782826523248954
ACTR3C	ENSG00000276019	0.782826523248954
ACTR3C	ENSG00000278892	0.782826523248954
ACTR3C	ENSG00000279498	0.249817489847422
ACTR3C	ENSG00000279772	0.255975264196863
ACTR3C	ENSG00000281974	0.248813270369623
ACTR3C	ENSG00000285708	0.422914241119095
ACTR3C	ENSG00000285818	0.782826523248954
ACTR3C	ENSG00000288643	0.782826523248954
ACTR3C	ENSG00000288694	0.782826523248954
ACTR3C	ENSG00000290391	0.782826523248954
ACTR3C	ERICH4	0.782826523248954
ACTR3C	FUT5	0.574934752268219
ACTR3C	FZD10	0.461749421512018
ACTR3C	GABRA1	0.782826523248954
ACTR3C	GCSHP1	0.782826523248954
ACTR3C	GM2AP2	0.782826523248954
ACTR3C	GNAI2P2	0.253154556869965
ACTR3C	GRM7	0.782826523248954
ACTR3C	H2BW2	0.782826523248954
ACTR3C	HEMGN	0.250346906450158
ACTR3C	LCE1F	0.782826523248954
ACTR3C	LGALS7B	0.782826523248954
ACTR3C	LIPC	0.782826523248954
ACTR3C	LIPK	0.782826523248954
ACTR3C	LMOD2	0.782826523248954
ACTR3C	MAP1LC3P	0.250641571863908
ACTR3C	MRPL51P2	0.782826523248954
ACTR3C	MSTN	0.782826523248954
ACTR3C	MT-TY	0.433429708034259
ACTR3C	MTCO3P42	0.782826523248954
ACTR3C	MTND1P3	0.782826523248954
ACTR3C	MTND3P6	0.782826523248954
ACTR3C	MTND6P5	0.782826523248954
ACTR3C	MYL7	0.251277069188089
ACTR3C	NDUFAF4P4	0.782826523248954
ACTR3C	NDUFB4P11	0.782826523248954
ACTR3C	NENFP1	0.251277069188089
ACTR3C	OLIG1	0.782826523248954
ACTR3C	OR10AC1	0.782826523248954
ACTR3C	OR10S1	0.782826523248954
ACTR3C	PLET1	0.249938585795375
ACTR3C	RBPJP6	0.782826523248954
ACTR3C	RN7SKP219	0.782826523248954
ACTR3C	RN7SL724P	0.782826523248954
ACTR3C	RPL17P15	0.782826523248954
ACTR3C	RPL6P22	0.782826523248954
ACTR3C	SH2D1A	0.782826523248954
ACTR3C	SLC22A7	0.782826523248954
ACTR3C	SLC4A1	0.782826523248954
ACTR3C	SNRPGP5	0.782826523248954
ACTR3C	TAAR6	0.782826523248954
ACTR3C	TBX5	0.782826523248954
ACTR3C	TYROBP	0.782826523248954
ACTR3C	UGT1A4	0.782826523248954
ACTR3C	UNC93B4	0.782826523248954
ACTR3C	USH1C	0.782826523248954
ACTR3C	VENTXP6	0.782826523248954
ACTR3C	XCR1	0.782826523248954
ADGB	AOX3P	0.576434466166426
ADGB	ASCL4	0.576434466166426
ADGB	ATP5PDP3	0.576434466166426
ADGB	BRD7P1	0.576434466166426
ADGB	BRI3P3	0.576434466166426
ADGB	C6orf118	0.576434466166426
ADGB	CA10	0.576434466166426
ADGB	CD5L	0.576434466166426
ADGB	CLUHP10	0.576434466166426
ADGB	CSRP2P2	0.576434466166426
ADGB	DAPL1	0.576434466166426
ADGB	DPPA4P3	0.576434466166426
ADGB	ENSG00000202343	0.576434466166426
ADGB	ENSG00000234259	0.576434466166426
ADGB	ENSG00000234586	0.576434466166426
ADGB	ENSG00000235196	0.576434466166426
ADGB	ENSG00000236710	0.576434466166426
ADGB	ENSG00000236712	0.576434466166426
ADGB	ENSG00000238215	0.576434466166426
ADGB	ENSG00000269711	0.576434466166426
ADGB	ENSG00000274019	0.576434466166426
ADGB	ENSG00000274977	0.576434466166426
ADGB	ENSG00000276019	0.576434466166426
ADGB	ENSG00000278892	0.576434466166426
ADGB	ENSG00000285708	0.309560543116661
ADGB	ENSG00000285818	0.576434466166426
ADGB	ENSG00000288643	0.576434466166426
ADGB	ENSG00000288694	0.576434466166426
ADGB	ENSG00000290391	0.576434466166426
ADGB	ERICH4	0.576434466166426
ADGB	FUT5	0.42417489866265
ADGB	FZD10	0.35888046320193
ADGB	GABRA1	0.576434466166426
ADGB	GCSHP1	0.576434466166426
ADGB	GM2AP2	0.576434466166426
ADGB	GRM7	0.576434466166426
ADGB	H2BW2	0.576434466166426
ADGB	LCE1F	0.576434466166426
ADGB	LGALS7B	0.576434466166426
ADGB	LIPC	0.576434466166426
ADGB	LIPK	0.576434466166426
ADGB	LMOD2	0.576434466166426
ADGB	MRPL51P2	0.576434466166426
ADGB	MSTN	0.576434466166426
ADGB	MT-TY	0.320202021236919
ADGB	MTCO3P42	0.576434466166426
ADGB	MTND1P3	0.576434466166426
ADGB	MTND3P6	0.576434466166426
ADGB	MTND6P5	0.576434466166426
ADGB	NDUFAF4P4	0.576434466166426
ADGB	NDUFB4P11	0.576434466166426
ADGB	OLIG1	0.576434466166426
ADGB	OR10AC1	0.576434466166426
ADGB	OR10S1	0.576434466166426
ADGB	RBPJP6	0.576434466166426
ADGB	RN7SKP219	0.576434466166426
ADGB	RN7SL724P	0.576434466166426
ADGB	RPL17P15	0.576434466166426
ADGB	RPL6P22	0.576434466166426
ADGB	SH2D1A	0.576434466166426
ADGB	SLC22A7	0.576434466166426
ADGB	SLC4A1	0.576434466166426
ADGB	SNRPGP5	0.576434466166426
ADGB	TAAR6	0.576434466166426
ADGB	TBX5	0.576434466166426
ADGB	TYROBP	0.576434466166426
ADGB	UGT1A4	0.576434466166426
ADGB	UNC93B4	0.576434466166426
ADGB	USH1C	0.576434466166426
