fromNode	toNode	weight
ABCB10P4	BNIP3P23	0.347290602321286
ABCB10P4	BTF3P7	0.347290602321286
ABCB10P4	C22orf31	0.347290602321286
ABCB10P4	CCL18	0.347290602321286
ABCB10P4	CRX	0.347290602321286
ABCB10P4	EIF4E1B	0.347290602321286
ABCB10P4	ENPP6	0.347290602321286
ABCB10P4	ENSG00000218732	0.347290602321286
ABCB10P4	ENSG00000224931	0.347290602321286
ABCB10P4	ENSG00000227948	0.347290602321286
ABCB10P4	ENSG00000229985	0.347290602321286
ABCB10P4	ENSG00000231207	0.347290602321286
ABCB10P4	ENSG00000233275	0.347290602321286
ABCB10P4	ENSG00000235377	0.347290602321286
ABCB10P4	ENSG00000250979	0.347290602321286
ABCB10P4	ENSG00000263369	0.347290602321286
ABCB10P4	ENSG00000265437	0.347290602321286
ABCB10P4	ENSG00000271047	0.347290602321286
ABCB10P4	FTH1P22	0.347290602321286
ABCB10P4	GIMAP4	0.347290602321286
ABCB10P4	H2BP3	0.347290602321286
ABCB10P4	HMGN1P2	0.347290602321286
ABCB10P4	HNRNPA1P24	0.347290602321286
ABCB10P4	HNRNPA1P43	0.347290602321286
ABCB10P4	HNRNPA1P74	0.347290602321286
ABCB10P4	HSPE1P13	0.347290602321286
ABCB10P4	IGKV1OR9-2	0.347290602321286
ABCB10P4	KRT18P25	0.347290602321286
ABCB10P4	KRT8P35	0.347290602321286
ABCB10P4	LIPM	0.347290602321286
ABCB10P4	MESTP4	0.347290602321286
ABCB10P4	MROH3P	0.347290602321286
ABCB10P4	MTCO1P14	0.347290602321286
ABCB10P4	MTCO1P15	0.347290602321286
ABCB10P4	NBPF5P	0.347290602321286
ABCB10P4	NKX1-1	0.347290602321286
ABCB10P4	NPAP1L	0.347290602321286
ABCB10P4	NRXN1	0.347290602321286
ABCB10P4	OASL2P	0.347290602321286
ABCB10P4	OPALIN	0.347290602321286
ABCB10P4	PAICSP5	0.347290602321286
ABCB10P4	PDE4DIPP10	0.347290602321286
