fromNode	toNode	weight
ACOD1	ACTG1P19	0.24624133176771
ACOD1	ADIPOR1P2	0.24624133176771
ACOD1	ALG3P1	0.24624133176771
ACOD1	ANKRD34C	0.24624133176771
ACOD1	ARL5AP2	0.24624133176771
ACOD1	ATOSBP1	0.24624133176771
ACOD1	ATP5PDP1	0.24624133176771
ACOD1	BCL9P1	0.24624133176771
ACOD1	CCDC42	0.24624133176771
ACOD1	CCR1	0.249899384764877
ACOD1	CD46P1	0.24624133176771
ACOD1	CDK5P1	0.24624133176771
ACOD1	CELA2B	0.24624133176771
ACOD1	COMMD5P1	0.24624133176771
ACOD1	ENSG00000216613	0.24624133176771
ACOD1	ENSG00000217612	0.24624133176771
ACOD1	ENSG00000219375	0.24624133176771
ACOD1	ENSG00000223570	0.374341082115996
ACOD1	ENSG00000224988	0.24624133176771
ACOD1	ENSG00000227413	0.24624133176771
ACOD1	ENSG00000229369	0.24624133176771
ACOD1	ENSG00000231961	0.24624133176771
ACOD1	ENSG00000233037	0.24624133176771
ACOD1	ENSG00000240328	0.24624133176771
ACOD1	ENSG00000243423	0.24624133176771
ACOD1	ENSG00000248423	0.24624133176771
ACOD1	ENSG00000249278	0.24624133176771
ACOD1	ENSG00000253176	0.24624133176771
ACOD1	ENSG00000254915	0.24624133176771
ACOD1	ENSG00000257121	0.24624133176771
ACOD1	ENSG00000264296	0.24624133176771
ACOD1	ENSG00000279096	0.24624133176771
ACOD1	ENSG00000280220	0.24624133176771
ACOD1	ENSG00000282879	0.24624133176771
ACOD1	ENSG00000290317	0.24624133176771
ACOD1	FAM136EP	0.24624133176771
ACOD1	FAM163B	0.24624133176771
ACOD1	FAM204BP	0.24624133176771
ACOD1	FAM86LP	0.24624133176771
ACOD1	GIMAP8	0.24624133176771
ACOD1	GUSBP16	0.24624133176771
ACOD1	HIGD2AP1	0.24624133176771
ACOD1	HNRNPA1P42	0.24624133176771
ACOD1	HSPE1P16	0.24624133176771
ACOD1	IFNA8	0.374341082115997
ACOD1	IL1RL1	0.24624133176771
ACOD1	KCND2	0.24624133176771
ACOD1	KRT18P35	0.24624133176771
ACOD1	KRT18P8	0.24624133176771
ACOD1	MEPE	0.24624133176771
ACOD1	METTL15P3	0.24624133176771
ACOD1	MMP8	0.24624133176771
ACOD1	MRPL2P1	0.24624133176771
ACOD1	MTCO1P25	0.24624133176771
ACOD1	MTCYBP35	0.24624133176771
ACOD1	MTND5P3	0.24624133176771
ACOD1	MTND5P30	0.24624133176771
ACOD1	MUCL1	0.24624133176771
ACOD1	NDUFB4P3	0.24624133176771
ACOD1	NUP35P1	0.24624133176771
ACOD1	OR4Q3	0.24624133176771
ACOD1	OR52V1P	0.24624133176771
ACOD1	OR9A4	0.24624133176771
ACOD1	PANX3	0.24624133176771
ACOD1	PCDHA2	0.24624133176771
ACOD1	PGAM1P1	0.24624133176771
ACOD1	PLA1A	0.24624133176771
ACOD1	PPIAL4H	0.24624133176771
ACOD1	PPIAP21	0.24624133176771
ACOD1	PRAMEF33	0.24624133176771
ACOD1	PRELID3BP10	0.24624133176771
ACOD1	PRSS38	0.24624133176771
ACOD1	PSMD8P1	0.303491984513677
ACOD1	PSME2P4	0.24624133176771
ACOD1	PTGER4P3	0.24624133176771
ACOD1	PTMAP10	0.24624133176771
ACOD1	PTP4A1P2	0.24624133176771
ACOD1	R3HDM2P1	0.24624133176771
ACOD1	RAB5CP1	0.24624133176771
ACOD1	RN7SKP56	0.24624133176771
ACOD1	RN7SL233P	0.24624133176771
ACOD1	RN7SL385P	0.24624133176771
ACOD1	RN7SL89P	0.374341082115997
ACOD1	RPL17P19	0.24624133176771
ACOD1	RPL22P23	0.24624133176771
ACOD1	RPL23AP11	0.24624133176771
ACOD1	RPL31P44	0.24624133176771
ACOD1	RPL7P45	0.24624133176771
ACOD1	RPS29P16	0.24624133176771
ACOD1	RPS2P18	0.24624133176771
ACOD1	RPSAP1	0.24624133176771
ACOD1	SEPTIN7P12	0.24624133176771
ACOD1	SNAI1P1	0.24624133176771
ACOD1	SNX18P7	0.24624133176771
ACOD1	SZRD1P1	0.24624133176771
ACOD1	TACC1P1	0.24624133176771
ACOD1	TAF11L11	0.24624133176771
ACOD1	TLR8	0.24624133176771
ACOD1	TM4SF19-DYNLT2B	0.24624133176771
ACOD1	TRAPPC2LP1	0.24624133176771
ACOD1	TREML1	0.24624133176771
ACOD1	UPK3A	0.24624133176771
ACOD1	VN1R20P	0.374341082115997
ACOD1	VN2R1P	0.24624133176771
ACOD1	ZBTB8OSP1	0.24624133176771
ACTBL2	ACTG1P19	0.816145496698886
ACTBL2	ADIPOR1P2	0.816145496698886
ACTBL2	ALG3P1	0.816145496698886
ACTBL2	ANKRD34C	0.816145496698886
ACTBL2	ARL5AP2	0.816145496698886
ACTBL2	ATOSBP1	0.816145496698886
ACTBL2	ATP5PDP1	0.816145496698886
ACTBL2	BCL9P1	0.816145496698886
ACTBL2	CCDC42	0.816145496698886
ACTBL2	CD46P1	0.816145496698886
ACTBL2	CDK5P1	0.816145496698886
ACTBL2	CELA2B	0.816145496698886
ACTBL2	COMMD5P1	0.816145496698886
ACTBL2	DCC	0.263900215728974
ACTBL2	ENSG00000216613	0.816145496698886
ACTBL2	ENSG00000217612	0.816145496698886
ACTBL2	ENSG00000219375	0.816145496698886
ACTBL2	ENSG00000224988	0.816145496698886
ACTBL2	ENSG00000227413	0.816145496698886
ACTBL2	ENSG00000229369	0.816145496698886
ACTBL2	ENSG00000231961	0.816145496698886
ACTBL2	ENSG00000233037	0.816145496698886
ACTBL2	ENSG00000240328	0.816145496698886
ACTBL2	ENSG00000243423	0.816145496698886
ACTBL2	ENSG00000248423	0.816145496698886
ACTBL2	ENSG00000249278	0.816145496698886
ACTBL2	ENSG00000253176	0.816145496698886
ACTBL2	ENSG00000254915	0.816145496698886
ACTBL2	ENSG00000257121	0.816145496698886
ACTBL2	ENSG00000257897	0.263476104520074
ACTBL2	ENSG00000264296	0.816145496698886
ACTBL2	ENSG00000278543	0.27849648938664
ACTBL2	ENSG00000279096	0.816145496698886
ACTBL2	ENSG00000279415	0.303976850149016
ACTBL2	ENSG00000279620	0.263476104520074
ACTBL2	ENSG00000279985	0.226035263293224
ACTBL2	ENSG00000280220	0.816145496698886
ACTBL2	ENSG00000282879	0.816145496698886
ACTBL2	ENSG00000290317	0.816145496698886
ACTBL2	FAM136EP	0.816145496698886
ACTBL2	FAM163B	0.816145496698886
ACTBL2	FAM204BP	0.816145496698886
ACTBL2	FAM86LP	0.816145496698886
ACTBL2	FDPSP2	0.227732240422723
ACTBL2	GIMAP8	0.816145496698886
ACTBL2	GUSBP16	0.816145496698886
ACTBL2	HIGD2AP1	0.816145496698886
ACTBL2	HNRNPA1P42	0.816145496698886
ACTBL2	HSPE1P16	0.816145496698886
ACTBL2	IL1RL1	0.816145496698886
ACTBL2	KCND2	0.816145496698886
ACTBL2	KRBOX5P1	0.265192859754035
ACTBL2	KRT18P35	0.816145496698886
ACTBL2	KRT18P8	0.816145496698886
ACTBL2	MAPK8IP1P1	0.221388832570813
ACTBL2	MEPE	0.816145496698886
ACTBL2	MESTP3	0.26094111395882
ACTBL2	METTL15P3	0.816145496698886
ACTBL2	MMP8	0.816145496698886
ACTBL2	MRPL2P1	0.816145496698886
ACTBL2	MTCO1P25	0.816145496698886
ACTBL2	MTCO1P28	0.224510248640476
ACTBL2	MTCYBP35	0.816145496698886
ACTBL2	MTND5P3	0.816145496698886
ACTBL2	MTND5P30	0.816145496698886
ACTBL2	MUCL1	0.816145496698886
ACTBL2	NDUFB4P3	0.816145496698886
ACTBL2	NKX2-6	0.215304267832942
ACTBL2	NUP35P1	0.816145496698886
ACTBL2	OR4Q3	0.816145496698886
ACTBL2	OR52V1P	0.816145496698886
ACTBL2	OR7D4	0.259608442998983
ACTBL2	OR9A4	0.816145496698886
ACTBL2	PABPC3	0.316816753660592
ACTBL2	PANX3	0.816145496698886
ACTBL2	PCDHA2	0.816145496698886
ACTBL2	PGAM1P1	0.816145496698886
ACTBL2	PLA1A	0.816145496698886
ACTBL2	PPIAL4H	0.816145496698886
ACTBL2	PPIAP21	0.816145496698886
ACTBL2	PRAMEF33	0.816145496698886
ACTBL2	PRELID3BP10	0.816145496698886
ACTBL2	PRSS38	0.816145496698886
ACTBL2	PSMD8P1	0.261714269633997
ACTBL2	PSME2P4	0.816145496698886
ACTBL2	PTGER4P3	0.816145496698886
ACTBL2	PTMAP10	0.816145496698886
ACTBL2	PTP4A1P2	0.816145496698886
ACTBL2	R3HDM2P1	0.816145496698886
ACTBL2	RAB5CP1	0.816145496698886
ACTBL2	RHBG	0.262810219633097
ACTBL2	RN7SKP56	0.816145496698886
ACTBL2	RN7SL233P	0.816145496698886
ACTBL2	RN7SL385P	0.816145496698886
ACTBL2	RN7SL398P	0.262875251597604
ACTBL2	RN7SL614P	0.263900215728974
ACTBL2	RPL17P19	0.816145496698886
ACTBL2	RPL22P23	0.816145496698886
ACTBL2	RPL23AP11	0.816145496698886
ACTBL2	RPL31P44	0.816145496698886
ACTBL2	RPL7P45	0.816145496698886
ACTBL2	RPS29P16	0.816145496698886
ACTBL2	RPS2P18	0.816145496698886
ACTBL2	RPSAP1	0.816145496698886
ACTBL2	RRM2P2	0.263900215728974
ACTBL2	SEPTIN7P12	0.816145496698886
ACTBL2	SNAI1P1	0.816145496698886
ACTBL2	SNX18P7	0.816145496698886
