fromNode	toNode	weight
ACTG1P13	ALLC	0.893926512688856
ACTG1P13	ANKRD33BP7	0.893926512688856
ACTG1P13	ARHGAP20	0.582886821468941
ACTG1P13	B4GALNT2	0.273356896575086
ACTG1P13	BMX	0.893926512688856
ACTG1P13	BPIFA2	0.893926512688856
ACTG1P13	BRI3P1	0.504456793128986
ACTG1P13	C17orf99	0.740434620355517
ACTG1P13	C4orf46P2	0.893926512688856
ACTG1P13	CCDC54	0.485799597871156
ACTG1P13	CD300LB	0.760724538769557
ACTG1P13	CDCP2	0.837665530593819
ACTG1P13	CFL1P3	0.893926512688856
ACTG1P13	CHSY3	0.411255917366611
ACTG1P13	CNGA3	0.522646854577977
ACTG1P13	CPSF1P1	0.277773005304003
ACTG1P13	CTAGE9	0.893926512688856
ACTG1P13	CYP2F1	0.581358126103636
ACTG1P13	DKK2	0.868044153902451
ACTG1P13	DUTP1	0.293929364650375
ACTG1P13	DUTP7	0.746787685712175
ACTG1P13	EBF2	0.273356896575086
ACTG1P13	EEF1A1P47	0.893926512688856
ACTG1P13	ELOBP2	0.893926512688856
ACTG1P13	ELOCP21	0.893926512688856
ACTG1P13	ELOCP31	0.768469108220302
ACTG1P13	ENSG00000196826	0.893926512688856
ACTG1P13	ENSG00000205898	0.572272126144578
ACTG1P13	ENSG00000213750	0.265074871433098
ACTG1P13	ENSG00000230867	0.893926512688856
ACTG1P13	ENSG00000231398	0.893926512688856
ACTG1P13	ENSG00000233836	0.744026194216479
ACTG1P13	ENSG00000240579	0.325429835666817
ACTG1P13	ENSG00000242951	0.371933289189132
ACTG1P13	ENSG00000244193	0.893926512688856
ACTG1P13	ENSG00000248611	0.893926512688856
ACTG1P13	ENSG00000250345	0.278916125036742
ACTG1P13	ENSG00000250516	0.654031518878201
ACTG1P13	ENSG00000251591	0.893926512688856
ACTG1P13	ENSG00000255356	0.893926512688856
ACTG1P13	ENSG00000255402	0.544536368520498
ACTG1P13	ENSG00000258796	0.893926512688856
ACTG1P13	ENSG00000261130	0.447663883854341
ACTG1P13	ENSG00000262730	0.893926512688856
ACTG1P13	ENSG00000262869	0.770886792903193
ACTG1P13	ENSG00000267587	0.83145351796127
ACTG1P13	ENSG00000270413	0.893926512688856
ACTG1P13	ENSG00000271370	0.893926512688856
ACTG1P13	ENSG00000271623	0.276412049218097
ACTG1P13	ENSG00000276470	0.893926512688856
ACTG1P13	ENSG00000278446	0.893926512688856
ACTG1P13	ENSG00000278964	0.706243096473713
ACTG1P13	ENSG00000279075	0.601914280188481
ACTG1P13	ENSG00000279441	0.893926512688856
ACTG1P13	ENSG00000280140	0.475902944217083
ACTG1P13	ENSG00000280372	0.734652249736006
ACTG1P13	ENSG00000282501	0.893926512688856
ACTG1P13	ENSG00000282912	0.893926512688856
ACTG1P13	ENSG00000285314	0.70448731503859
ACTG1P13	ENSG00000285323	0.252527693546044
ACTG1P13	ENSG00000287846	0.893926512688856
ACTG1P13	ENSG00000289733	0.509929068305167
ACTG1P13	ESRRAP1	0.312759130277391
ACTG1P13	FAM124B	0.29542588245523
ACTG1P13	FCGR1A	0.86748556772005
ACTG1P13	FFAR1	0.893926512688856
