fromNode	toNode	weight
ACTL7B	ADH1B	0.366161954370973
ACTL7B	AFF2	0.754496341099408
ACTL7B	AIMP1P1	0.88005849343451
ACTL7B	AKAIN1	0.88005849343451
ACTL7B	ANKRD1	0.557242532574667
ACTL7B	ASB4	0.712114984693803
ACTL7B	BATF	0.334785510361726
ACTL7B	BCRP7	0.689964768255148
ACTL7B	BIN2	0.334785510361726
ACTL7B	BRS3	0.465643425121724
ACTL7B	BTG4	0.865343735391956
ACTL7B	C11orf52	0.230586622061212
ACTL7B	C1QA	0.88005849343451
ACTL7B	C1QB	0.815090087200972
ACTL7B	CCDC162P	0.449574247185325
ACTL7B	CCND3P1	0.22935779339771
ACTL7B	CD177P1	0.88005849343451
ACTL7B	CDC26P1	0.635280162662747
ACTL7B	CLEC3B	0.496757260317447
ACTL7B	CLEC7A	0.88005849343451
ACTL7B	CLNK	0.786898780819259
ACTL7B	CSTA	0.383936975363079
ACTL7B	DCSTAMP	0.88005849343451
ACTL7B	DPPA2	0.88005849343451
ACTL7B	DTWD1P1	0.230581950205846
ACTL7B	EIF4A1P1	0.88005849343451
ACTL7B	ENPP3	0.299614862627146
ACTL7B	ENSG00000100101	0.289554663020537
ACTL7B	ENSG00000213067	0.88005849343451
ACTL7B	ENSG00000213331	0.279070640375242
ACTL7B	ENSG00000213561	0.88005849343451
ACTL7B	ENSG00000223544	0.88005849343451
ACTL7B	ENSG00000225965	0.88005849343451
ACTL7B	ENSG00000229595	0.88005849343451
ACTL7B	ENSG00000229827	0.235927494231435
ACTL7B	ENSG00000230739	0.88005849343451
ACTL7B	ENSG00000230953	0.681954349218397
ACTL7B	ENSG00000234382	0.34018177725258
ACTL7B	ENSG00000235673	0.88005849343451
ACTL7B	ENSG00000236887	0.299992757331555
ACTL7B	ENSG00000253630	0.88005849343451
ACTL7B	ENSG00000253907	0.88005849343451
ACTL7B	ENSG00000260146	0.88005849343451
ACTL7B	ENSG00000260685	0.311846831453282
ACTL7B	ENSG00000267295	0.88005849343451
ACTL7B	ENSG00000267623	0.233366237781784
ACTL7B	ENSG00000269896	0.621920005515161
ACTL7B	ENSG00000270710	0.686062330328047
ACTL7B	ENSG00000273512	0.88005849343451
ACTL7B	ENSG00000277653	0.88005849343451
ACTL7B	ENSG00000278909	0.848377970684545
ACTL7B	ENSG00000279065	0.88005849343451
ACTL7B	ENSG00000279322	0.759883023261251
ACTL7B	ENSG00000279617	0.88005849343451
ACTL7B	ENSG00000284060	0.316477980850104
ACTL7B	ENSG00000285772	0.282783884851896
ACTL7B	ENSG00000289695	0.740888450986293
ACTL7B	FAM90A14	0.859525511497258
ACTL7B	FAM90A4P	0.88085307116737
ACTL7B	FGFBP2	0.820404591501069
ACTL7B	FOXN3P1	0.88005849343451
ACTL7B	GGT6	0.233366237781784
ACTL7B	GOLGA6A	0.431629103129789
ACTL7B	GPR142	0.783160384605776
ACTL7B	GSTA3	0.866653570663928
