fromNode	toNode	weight
ABHD17AP6	ADRA1A	0.590063590841276
ABHD17AP6	ASPA	0.590063590841276
ABHD17AP6	ATP5POP1	0.590063590841276
ABHD17AP6	BRD9P2	0.590063590841276
ABHD17AP6	CCNYL1B	0.590063590841276
ABHD17AP6	CDC27P2	0.590063590841276
ABHD17AP6	DSTNP4	0.590063590841276
ABHD17AP6	ENSG00000217495	0.590063590841276
ABHD17AP6	ENSG00000217512	0.590063590841276
ABHD17AP6	ENSG00000237550	0.590063590841276
ABHD17AP6	ENSG00000259770	0.590063590841276
ABHD17AP6	ENSG00000264138	0.590063590841276
ABHD17AP6	ENSG00000271660	0.590063590841276
ABHD17AP6	ENSG00000277981	0.590063590841276
ABHD17AP6	ENSG00000279214	0.590063590841276
ABHD17AP6	ENSG00000280312	0.590063590841276
ABHD17AP6	ENSG00000280397	0.590063590841276
ABHD17AP6	ENSG00000289724	0.590063590841276
ABHD17AP6	FAM187B	0.590063590841276
ABHD17AP6	FCAMR	0.590063590841276
ABHD17AP6	GIMAP7	0.590063590841276
ABHD17AP6	IGSF3P1	0.590063590841276
ABHD17AP6	MND1P1	0.590063590841276
ABHD17AP6	MTND5P16	0.590063590841276
ABHD17AP6	OR1Q1	0.590063590841276
ABHD17AP6	OR4F28P	0.590063590841276
ABHD17AP6	OR7E100P	0.590063590841276
ABHD17AP6	PRAMEF10	0.590063590841276
ABHD17AP6	PRELID3BP6	0.590063590841276
ABHD17AP6	PRM1	0.590063590841276
ABHD17AP6	RN7SKP205	0.590063590841276
ABHD17AP6	RN7SL351P	0.590063590841276
ABHD17AP6	RN7SL37P	0.590063590841276
ABHD17AP6	RN7SL492P	0.590063590841276
ABHD17AP6	RN7SL581P	0.590063590841276
ABHD17AP6	RN7SL720P	0.590063590841276
ABHD17AP6	RN7SL78P	0.590063590841276
ABHD17AP6	RPL21P8	0.590063590841276
ABHD17AP6	RPL23AP41	0.590063590841276
ABHD17AP6	RPS23P6	0.590063590841276
ABHD17AP6	RPS26P5	0.590063590841276
ABHD17AP6	RPSAP10	0.590063590841276
ABHD17AP6	S100A12	0.590063590841276
ABHD17AP6	SNRPN	0.590063590841276
ABHD17AP6	SPATA20P1	0.590063590841276
ABHD17AP6	SUPT4H1P1	0.590063590841276
