nodeName	gene_name	module	biotype	is_robust_lnc	is_hub	hub_function	highlight
ABCA13	ABCA13	magenta	protein_coding	False	0		0
ACADL	ACADL	magenta	protein_coding	False	0		0
ADGRD1	ADGRD1	magenta	protein_coding	False	0		0
AIPL1	AIPL1	magenta	protein_coding	False	0		0
ALG1L2	ALG1L2	magenta	protein_coding	False	0		0
AMER2	AMER2	magenta	protein_coding	False	0		0
ANKFN1	ANKFN1	magenta	protein_coding	False	1	Estabelecimento da orientação do fuso mitótico; regulação do estabelecimento da polaridade bipolar da célula	0
ANKRD33BP9	ANKRD33BP9	magenta	unprocessed_pseudogene	False	0		0
ANKUB1	ANKUB1	magenta	protein_coding	False	0		0
AOC1	AOC1	magenta	protein_coding	False	0		0
ARHGAP23P1	ARHGAP23P1	magenta	transcribed_unprocessed_pseudogene	False	0		0
ARHGAP8	ARHGAP8	magenta	protein_coding	False	0		0
ARL14EPL	ARL14EPL	magenta	protein_coding	False	0		0
ARLNC1	ARLNC1	magenta	lncRNA	True	0		2
ASB10	ASB10	magenta	protein_coding	False	0		0
ATF7IP2	ATF7IP2	magenta	protein_coding	False	0		0
ATP12A	ATP12A	magenta	protein_coding	False	0		0
ATP5MC1P1	ATP5MC1P1	magenta	processed_pseudogene	False	0		0
ATP5MGP8	ATP5MGP8	magenta	processed_pseudogene	False	0		0
ATP5PBP1	ATP5PBP1	magenta	processed_pseudogene	False	0		0
BCRP3	BCRP3	magenta	transcribed_unprocessed_pseudogene	False	0		0
BNIP3P38	BNIP3P38	magenta	processed_pseudogene	False	0		0
BTBD17	BTBD17	magenta	protein_coding	False	0		0
C16orf54	C16orf54	magenta	protein_coding	False	0		0
C19orf85	C19orf85	magenta	protein_coding	False	0		0
C5orf60	C5orf60	magenta	protein_coding	False	0		0
CALHM4	CALHM4	magenta	protein_coding	False	0		0
CASR	CASR	magenta	protein_coding	False	0		0
CCDC196	CCDC196	magenta	protein_coding	False	0		0
CCL25	CCL25	magenta	protein_coding	False	0		0
CCL3L3	CCL3L3	magenta	protein_coding	False	0		0
CD22	CD22	magenta	protein_coding	False	0		0
CDKL4	CDKL4	magenta	protein_coding	False	0		0
CFL1P8	CFL1P8	magenta	processed_pseudogene	False	0		0
CHRNB3	CHRNB3	magenta	protein_coding	False	0		0
CLPS	CLPS	magenta	protein_coding	False	0		0
CPLX3	CPLX3	magenta	protein_coding	False	0		0
CPNE6	CPNE6	magenta	protein_coding	False	0		0
CRHBP	CRHBP	magenta	protein_coding	False	0		0
CROCCP5	CROCCP5	magenta	unprocessed_pseudogene	False	0		0
CRYBA1	CRYBA1	magenta	protein_coding	False	0		0
CTAGE14P	CTAGE14P	magenta	processed_pseudogene	False	0		0
CXCR1	CXCR1	magenta	protein_coding	False	0		0
CYP3A43	CYP3A43	magenta	protein_coding	False	0		0
DMRTB1	DMRTB1	magenta	protein_coding	False	0		0
DPEP2	DPEP2	magenta	protein_coding	False	0		0
